Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
0,0.8273772438659699,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,youth,0.4327933656785018,-0.4736736092984604,9.475,S
0,-0.3693648410115938,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,youth,0.4327933656785018,-0.4736736092984604,21.0,S
0,0.8273772438659699,"Kraeff, Mr. Theodor",male,missing,-0.47454519624983954,-0.4736736092984604,7.8958,C
1,-0.3693648410115938,"Laroche, Miss. Simonne Marie Anne Andree",female,juvenile,0.4327933656785018,2.0089333664952354,41.5792,C
1,0.8273772438659699,"Devaney, Miss. Margaret Delia",female,youth,-0.47454519624983954,-0.4736736092984604,7.8792,Q
0,0.8273772438659699,"Rogers, Mr. William John",male,missing,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Lennon, Mr. Denis",male,missing,0.4327933656785018,-0.4736736092984604,15.5,Q
1,0.8273772438659699,"O'Driscoll, Miss. Bridget",female,missing,-0.47454519624983954,-0.4736736092984604,7.75,Q
0,0.8273772438659699,"Samaan, Mr. Youssef",male,missing,1.340131927606843,-0.4736736092984604,21.6792,C
0,0.8273772438659699,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,juvenile,0.4327933656785018,-0.4736736092984604,17.8,S
0,0.8273772438659699,"Panula, Master. Juha Niilo",male,juvenile,3.1548090514635256,0.7676298785983874,39.6875,S
0,0.8273772438659699,"Nosworthy, Mr. Richard Cater",male,youth,-0.47454519624983954,-0.4736736092984604,7.8,S
1,-1.5661069258891576,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,middle,0.4327933656785018,-0.4736736092984604,76.7292,C
1,-0.3693648410115938,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,youth,0.4327933656785018,-0.4736736092984604,26.0,S
0,-1.5661069258891576,"Ostby, Mr. Engelhart Cornelius",male,old,-0.47454519624983954,0.7676298785983874,61.9792,C
1,-1.5661069258891576,"Woolner, Mr. Hugh",male,missing,-0.47454519624983954,-0.4736736092984604,35.5,S
1,-0.3693648410115938,"Rugg, Miss. Emily",female,youth,-0.47454519624983954,-0.4736736092984604,10.5,S
0,0.8273772438659699,"Novel, Mr. Mansouer",male,youth,-0.47454519624983954,-0.4736736092984604,7.2292,C
1,-0.3693648410115938,"West, Miss. Constance Mirium",female,juvenile,0.4327933656785018,2.0089333664952354,27.75,S
0,0.8273772438659699,"Goodwin, Master. William Frederick",male,juvenile,4.0621476133918675,2.0089333664952354,46.9,S
0,0.8273772438659699,"Sirayanian, Mr. Orsen",male,youth,-0.47454519624983954,-0.4736736092984604,7.2292,C
1,-1.5661069258891576,"Icard, Miss. Amelie",female,youth,-0.47454519624983954,-0.4736736092984604,80.0,S
0,-1.5661069258891576,"Harris, Mr. Henry Birkhardt",male,middle,0.4327933656785018,-0.4736736092984604,83.475,S
0,0.8273772438659699,"Skoog, Master. Harald",male,juvenile,2.2474704895351842,2.0089333664952354,27.9,S
0,-1.5661069258891576,"Stewart, Mr. Albert A",male,missing,-0.47454519624983954,-0.4736736092984604,27.7208,C
1,0.8273772438659699,"Moubarek, Master. Gerios",male,missing,0.4327933656785018,0.7676298785983874,15.2458,C
1,-0.3693648410115938,"Nye, Mrs. (Elizabeth Ramell)",female,youth,-0.47454519624983954,-0.4736736092984604,10.5,S
0,0.8273772438659699,"Crease, Mr. Ernest James",male,youth,-0.47454519624983954,-0.4736736092984604,8.1583,S
1,0.8273772438659699,"Andersson, Miss. Erna Alexandra",female,juvenile,3.1548090514635256,2.0089333664952354,7.925,S
0,0.8273772438659699,"Kink, Mr. Vincenz",male,youth,1.340131927606843,-0.4736736092984604,8.6625,S
0,-0.3693648410115938,"Jenkin, Mr. Stephen Curnow",male,youth,-0.47454519624983954,-0.4736736092984604,10.5,S
0,0.8273772438659699,"Goodwin, Miss. Lillian Amy",female,juvenile,4.0621476133918675,2.0089333664952354,46.9,S
0,-0.3693648410115938,"Hood, Mr. Ambrose Jr",male,youth,-0.47454519624983954,-0.4736736092984604,73.5,S
0,0.8273772438659699,"Chronopoulos, Mr. Apostolos",male,youth,0.4327933656785018,-0.4736736092984604,14.4542,C
1,0.8273772438659699,"Bing, Mr. Lee",male,youth,-0.47454519624983954,-0.4736736092984604,56.4958,S
0,0.8273772438659699,"Moen, Mr. Sigurd Hansen",male,youth,-0.47454519624983954,-0.4736736092984604,7.65,S
0,0.8273772438659699,"Staneff, Mr. Ivan",male,missing,-0.47454519624983954,-0.4736736092984604,7.8958,S
0,0.8273772438659699,"Moutal, Mr. Rahamin Haim",male,missing,-0.47454519624983954,-0.4736736092984604,8.05,S
1,-0.3693648410115938,"Caldwell, Master. Alden Gates",male,juvenile,-0.47454519624983954,2.0089333664952354,29.0,S
1,0.8273772438659699,"Dowdell, Miss. Elizabeth",female,youth,-0.47454519624983954,-0.4736736092984604,12.475,S
0,0.8273772438659699,"Waelens, Mr. Achille",male,youth,-0.47454519624983954,-0.4736736092984604,9.0,S
1,0.8273772438659699,"Sheerlinck, Mr. Jan Baptist",male,youth,-0.47454519624983954,-0.4736736092984604,9.5,S
1,0.8273772438659699,"McDermott, Miss. Brigdet Delia",female,missing,-0.47454519624983954,-0.4736736092984604,7.7875,Q
0,-1.5661069258891576,"Carrau, Mr. Francisco M",male,youth,-0.47454519624983954,-0.4736736092984604,47.1,S
1,-0.3693648410115938,"Ilett, Miss. Bertha",female,juvenile,-0.47454519624983954,-0.4736736092984604,10.5,S
1,0.8273772438659699,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,youth,2.2474704895351842,-0.4736736092984604,15.85,S
0,0.8273772438659699,"Ford, Mr. William Neal",male,juvenile,0.4327933656785018,3.250236854392083,34.375,S
0,0.8273772438659699,"Slocovski, Mr. Selman Francis",male,missing,-0.47454519624983954,-0.4736736092984604,8.05,S
1,-1.5661069258891576,"Fortune, Miss. Mabel Helen",female,youth,2.2474704895351842,2.0089333664952354,263.0,S
0,0.8273772438659699,"Celotti, Mr. Francesco",male,youth,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Christmann, Mr. Emil",male,youth,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Andreasson, Mr. Paul Edvin",male,youth,-0.47454519624983954,-0.4736736092984604,7.8542,S
0,-1.5661069258891576,"Chaffee, Mr. Herbert Fuller",male,middle,0.4327933656785018,-0.4736736092984604,61.175,S
0,0.8273772438659699,"Dean, Mr. Bertram Frank",male,youth,0.4327933656785018,2.0089333664952354,20.575,S
0,0.8273772438659699,"Coxon, Mr. Daniel",male,middle,-0.47454519624983954,-0.4736736092984604,7.25,S
0,0.8273772438659699,"Shorney, Mr. Charles Joseph",male,missing,-0.47454519624983954,-0.4736736092984604,8.05,S
0,-1.5661069258891576,"Goldschmidt, Mr. George B",male,old,-0.47454519624983954,-0.4736736092984604,34.6542,C
1,-1.5661069258891576,"Greenfield, Mr. William Bertram",male,youth,-0.47454519624983954,0.7676298785983874,63.3583,C
1,-0.3693648410115938,"Doling, Mrs. John T (Ada Julia Bone)",female,youth,-0.47454519624983954,0.7676298785983874,23.0,S
0,-0.3693648410115938,"Kantor, Mr. Sinai",male,youth,0.4327933656785018,-0.4736736092984604,26.0,S
0,0.8273772438659699,"Petranec, Miss. Matilda",female,youth,-0.47454519624983954,-0.4736736092984604,7.8958,S
0,0.8273772438659699,"Petroff, Mr. Pastcho (""Pentcho"")",male,missing,-0.47454519624983954,-0.4736736092984604,7.8958,S
0,-1.5661069258891576,"White, Mr. Richard Frasar",male,youth,-0.47454519624983954,0.7676298785983874,77.2875,S
0,0.8273772438659699,"Johansson, Mr. Gustaf Joel",male,youth,-0.47454519624983954,-0.4736736092984604,8.6542,S
0,0.8273772438659699,"Gustafsson, Mr. Anders Vilhelm",male,youth,1.340131927606843,-0.4736736092984604,7.925,S
0,0.8273772438659699,"Mionoff, Mr. Stoytcho",male,youth,-0.47454519624983954,-0.4736736092984604,7.8958,S
1,0.8273772438659699,"Salkjelsvik, Miss. Anna Kristine",female,youth,-0.47454519624983954,-0.4736736092984604,7.65,S
1,0.8273772438659699,"Moss, Mr. Albert Johan",male,missing,-0.47454519624983954,-0.4736736092984604,7.775,S
0,0.8273772438659699,"Rekic, Mr. Tido",male,youth,-0.47454519624983954,-0.4736736092984604,7.8958,S
1,0.8273772438659699,"Moran, Miss. Bertha",female,missing,0.4327933656785018,-0.4736736092984604,24.15,Q
0,-1.5661069258891576,"Porter, Mr. Walter Chamberlain",male,middle,-0.47454519624983954,-0.4736736092984604,52.0,S
0,0.8273772438659699,"Zabour, Miss. Hileni",female,juvenile,0.4327933656785018,-0.4736736092984604,14.4542,C
0,0.8273772438659699,"Barton, Mr. David John",male,youth,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Jussila, Miss. Katriina",female,youth,0.4327933656785018,-0.4736736092984604,9.825,S
0,0.8273772438659699,"Attalah, Miss. Malake",female,juvenile,-0.47454519624983954,-0.4736736092984604,14.4583,C
0,0.8273772438659699,"Pekoniemi, Mr. Edvard",male,youth,-0.47454519624983954,-0.4736736092984604,7.925,S
0,0.8273772438659699,"Connors, Mr. Patrick",male,old,-0.47454519624983954,-0.4736736092984604,7.75,Q
0,-0.3693648410115938,"Turpin, Mr. William John Robert",male,youth,0.4327933656785018,-0.4736736092984604,21.0,S
0,-1.5661069258891576,"Baxter, Mr. Quigg Edmond",male,youth,-0.47454519624983954,0.7676298785983874,247.5208,C
0,0.8273772438659699,"Andersson, Miss. Ellis Anna Maria",female,juvenile,3.1548090514635256,2.0089333664952354,31.275,S
0,-0.3693648410115938,"Hickman, Mr. Stanley George",male,youth,1.340131927606843,-0.4736736092984604,73.5,S
0,0.8273772438659699,"Moore, Mr. Leonard Charles",male,missing,-0.47454519624983954,-0.4736736092984604,8.05,S
0,-0.3693648410115938,"Nasser, Mr. Nicholas",male,youth,0.4327933656785018,-0.4736736092984604,30.0708,C
1,-0.3693648410115938,"Webber, Miss. Susan",female,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,-1.5661069258891576,"White, Mr. Percival Wayland",male,middle,-0.47454519624983954,0.7676298785983874,77.2875,S
1,0.8273772438659699,"Nicola-Yarred, Master. Elias",male,juvenile,0.4327933656785018,-0.4736736092984604,11.2417,C
0,0.8273772438659699,"McMahon, Mr. Martin",male,missing,-0.47454519624983954,-0.4736736092984604,7.75,Q
1,0.8273772438659699,"Madsen, Mr. Fridtjof Arne",male,youth,-0.47454519624983954,-0.4736736092984604,7.1417,S
1,0.8273772438659699,"Peter, Miss. Anna",female,missing,0.4327933656785018,0.7676298785983874,22.3583,C
0,0.8273772438659699,"Ekstrom, Mr. Johan",male,middle,-0.47454519624983954,-0.4736736092984604,6.975,S
0,0.8273772438659699,"Drazenoic, Mr. Jozef",male,youth,-0.47454519624983954,-0.4736736092984604,7.8958,C
0,0.8273772438659699,"Coelho, Mr. Domingos Fernandeo",male,youth,-0.47454519624983954,-0.4736736092984604,7.05,S
0,0.8273772438659699,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,middle,0.4327933656785018,-0.4736736092984604,14.5,S
1,-0.3693648410115938,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,youth,0.4327933656785018,-0.4736736092984604,26.0,S
0,-0.3693648410115938,"Sobey, Mr. Samuel James Hayden",male,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,-0.3693648410115938,"Richard, Mr. Emile",male,youth,-0.47454519624983954,-0.4736736092984604,15.0458,C
1,-1.5661069258891576,"Newsom, Miss. Helen Monypeny",female,youth,-0.47454519624983954,2.0089333664952354,26.2833,S
0,-1.5661069258891576,"Futrelle, Mr. Jacques Heath",male,youth,0.4327933656785018,-0.4736736092984604,53.1,S
0,0.8273772438659699,"Osen, Mr. Olaf Elon",male,juvenile,-0.47454519624983954,-0.4736736092984604,9.2167,S
0,-1.5661069258891576,"Giglio, Mr. Victor",male,youth,-0.47454519624983954,-0.4736736092984604,79.2,C
0,0.8273772438659699,"Boulos, Mrs. Joseph (Sultana)",female,missing,-0.47454519624983954,2.0089333664952354,15.2458,C
1,0.8273772438659699,"Nysten, Miss. Anna Sofia",female,youth,-0.47454519624983954,-0.4736736092984604,7.75,S
1,0.8273772438659699,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,youth,0.4327933656785018,-0.4736736092984604,15.85,S
0,0.8273772438659699,"Burke, Mr. Jeremiah",male,youth,-0.47454519624983954,-0.4736736092984604,6.75,Q
0,-0.3693648410115938,"Andrew, Mr. Edgardo Samuel",male,juvenile,-0.47454519624983954,-0.4736736092984604,11.5,S
0,-0.3693648410115938,"Nicholls, Mr. Joseph Charles",male,youth,0.4327933656785018,0.7676298785983874,36.75,S
1,0.8273772438659699,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,youth,-0.47454519624983954,-0.4736736092984604,7.7958,S
0,0.8273772438659699,"Ford, Miss. Robina Maggie ""Ruby""",female,juvenile,1.340131927606843,2.0089333664952354,34.375,S
0,-0.3693648410115938,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,youth,-0.47454519624983954,2.0089333664952354,26.0,S
0,-0.3693648410115938,"Byles, Rev. Thomas Roussel Davids",male,middle,-0.47454519624983954,-0.4736736092984604,13.0,S
0,-0.3693648410115938,"Bateman, Rev. Robert James",male,middle,-0.47454519624983954,-0.4736736092984604,12.525,S
1,-1.5661069258891576,"Pears, Mrs. Thomas (Edith Wearne)",female,youth,0.4327933656785018,-0.4736736092984604,66.6,S
0,0.8273772438659699,"Meo, Mr. Alfonzo",male,middle,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"van Billiard, Mr. Austin Blyler",male,middle,-0.47454519624983954,2.0089333664952354,14.5,S
0,0.8273772438659699,"Olsen, Mr. Ole Martin",male,missing,-0.47454519624983954,-0.4736736092984604,7.3125,S
0,-1.5661069258891576,"Williams, Mr. Charles Duane",male,middle,-0.47454519624983954,0.7676298785983874,61.3792,C
1,0.8273772438659699,"Gilnagh, Miss. Katherine ""Katie""",female,juvenile,-0.47454519624983954,-0.4736736092984604,7.7333,Q
0,0.8273772438659699,"Corn, Mr. Harry",male,youth,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Smiljanic, Mr. Mile",male,missing,-0.47454519624983954,-0.4736736092984604,8.6625,S
0,0.8273772438659699,"Sage, Master. Thomas Henry",male,missing,6.784163299176891,2.0089333664952354,69.55,S
0,0.8273772438659699,"Cribb, Mr. John Hatfield",male,middle,-0.47454519624983954,0.7676298785983874,16.1,S
1,-0.3693648410115938,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,youth,-0.47454519624983954,-0.4736736092984604,15.75,S
0,0.8273772438659699,"Bengtsson, Mr. John Viktor",male,youth,-0.47454519624983954,-0.4736736092984604,7.775,S
0,0.8273772438659699,"Calic, Mr. Jovo",male,juvenile,-0.47454519624983954,-0.4736736092984604,8.6625,S
0,0.8273772438659699,"Panula, Master. Eino Viljami",male,juvenile,3.1548090514635256,0.7676298785983874,39.6875,S
1,0.8273772438659699,"Goldsmith, Master. Frank John William ""Frankie""",male,juvenile,-0.47454519624983954,2.0089333664952354,20.525,S
1,-1.5661069258891576,"Chibnall, Mrs. (Edith Martha Bowerman)",female,missing,-0.47454519624983954,0.7676298785983874,55.0,S
0,0.8273772438659699,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,middle,0.4327933656785018,4.491540342288931,27.9,S
0,-1.5661069258891576,"Baumann, Mr. John D",male,missing,-0.47454519624983954,-0.4736736092984604,25.925,S
0,0.8273772438659699,"Ling, Mr. Lee",male,youth,-0.47454519624983954,-0.4736736092984604,56.4958,S
0,-1.5661069258891576,"Van der hoef, Mr. Wyckoff",male,old,-0.47454519624983954,-0.4736736092984604,33.5,S
0,0.8273772438659699,"Rice, Master. Arthur",male,juvenile,3.1548090514635256,0.7676298785983874,29.125,Q
1,0.8273772438659699,"Johnson, Miss. Eleanor Ileen",female,juvenile,0.4327933656785018,0.7676298785983874,11.1333,S
0,0.8273772438659699,"Sivola, Mr. Antti Wilhelm",male,youth,-0.47454519624983954,-0.4736736092984604,7.925,S
0,-1.5661069258891576,"Smith, Mr. James Clinch",male,middle,-0.47454519624983954,-0.4736736092984604,30.6958,C
0,0.8273772438659699,"Klasen, Mr. Klas Albin",male,juvenile,0.4327933656785018,0.7676298785983874,7.8542,S
0,0.8273772438659699,"Lefebre, Master. Henry Forbes",male,missing,2.2474704895351842,0.7676298785983874,25.4667,S
0,-1.5661069258891576,"Isham, Miss. Ann Elizabeth",female,middle,-0.47454519624983954,-0.4736736092984604,28.7125,C
0,-0.3693648410115938,"Hale, Mr. Reginald",male,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,0.8273772438659699,"Leonard, Mr. Lionel",male,youth,-0.47454519624983954,-0.4736736092984604,0.0,S
0,0.8273772438659699,"Sage, Miss. Constance Gladys",female,missing,6.784163299176891,2.0089333664952354,69.55,S
0,-0.3693648410115938,"Pernot, Mr. Rene",male,missing,-0.47454519624983954,-0.4736736092984604,15.05,C
0,0.8273772438659699,"Asplund, Master. Clarence Gustaf Hugo",male,juvenile,3.1548090514635256,2.0089333664952354,31.3875,S
1,-0.3693648410115938,"Becker, Master. Richard F",male,juvenile,1.340131927606843,0.7676298785983874,39.0,S
1,0.8273772438659699,"Kink-Heilmann, Miss. Luise Gretchen",female,juvenile,-0.47454519624983954,2.0089333664952354,22.025,S
0,-1.5661069258891576,"Rood, Mr. Hugh Roscoe",male,missing,-0.47454519624983954,-0.4736736092984604,50.0,S
1,0.8273772438659699,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,missing,0.4327933656785018,-0.4736736092984604,15.5,Q
1,-1.5661069258891576,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,middle,-0.47454519624983954,-0.4736736092984604,26.55,S
0,0.8273772438659699,"Bourke, Mr. John",male,youth,0.4327933656785018,0.7676298785983874,15.5,Q
0,0.8273772438659699,"Turcin, Mr. Stjepan",male,youth,-0.47454519624983954,-0.4736736092984604,7.8958,S
1,-0.3693648410115938,"Pinsky, Mrs. (Rosa)",female,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,-0.3693648410115938,"Carbines, Mr. William",male,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
1,0.8273772438659699,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,youth,0.4327933656785018,-0.4736736092984604,7.8542,S
1,-0.3693648410115938,"Navratil, Master. Michel M",male,juvenile,0.4327933656785018,0.7676298785983874,26.0,S
1,-1.5661069258891576,"Brown, Mrs. James Joseph (Margaret Tobin)",female,middle,-0.47454519624983954,-0.4736736092984604,27.7208,C
1,-1.5661069258891576,"Lurette, Miss. Elise",female,middle,-0.47454519624983954,-0.4736736092984604,146.5208,C
0,0.8273772438659699,"Mernagh, Mr. Robert",male,missing,-0.47454519624983954,-0.4736736092984604,7.75,Q
0,0.8273772438659699,"Olsen, Mr. Karl Siegwart Andreas",male,middle,-0.47454519624983954,0.7676298785983874,8.4042,S
1,0.8273772438659699,"Madigan, Miss. Margaret ""Maggie""",female,missing,-0.47454519624983954,-0.4736736092984604,7.75,Q
0,-0.3693648410115938,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,0.8273772438659699,"Vande Walle, Mr. Nestor Cyriel",male,youth,-0.47454519624983954,-0.4736736092984604,9.5,S
0,0.8273772438659699,"Sage, Mr. Frederick",male,missing,6.784163299176891,2.0089333664952354,69.55,S
0,0.8273772438659699,"Johanson, Mr. Jakob Alfred",male,youth,-0.47454519624983954,-0.4736736092984604,6.4958,S
0,0.8273772438659699,"Youseff, Mr. Gerious",male,middle,-0.47454519624983954,-0.4736736092984604,7.225,C
1,0.8273772438659699,"Cohen, Mr. Gurshon ""Gus""",male,juvenile,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Strom, Miss. Telma Matilda",female,juvenile,-0.47454519624983954,0.7676298785983874,10.4625,S
0,0.8273772438659699,"Backstrom, Mr. Karl Alfred",male,youth,0.4327933656785018,-0.4736736092984604,15.85,S
1,0.8273772438659699,"Albimona, Mr. Nassef Cassem",male,youth,-0.47454519624983954,-0.4736736092984604,18.7875,C
1,0.8273772438659699,"Carr, Miss. Helen ""Ellen""",female,juvenile,-0.47454519624983954,-0.4736736092984604,7.75,Q
1,-1.5661069258891576,"Blank, Mr. Henry",male,youth,-0.47454519624983954,-0.4736736092984604,31.0,C
0,0.8273772438659699,"Ali, Mr. Ahmed",male,youth,-0.47454519624983954,-0.4736736092984604,7.05,S
1,-0.3693648410115938,"Cameron, Miss. Clear Annie",female,youth,-0.47454519624983954,-0.4736736092984604,21.0,S
0,0.8273772438659699,"Perkin, Mr. John Henry",male,youth,-0.47454519624983954,-0.4736736092984604,7.25,S
0,-0.3693648410115938,"Givard, Mr. Hans Kristensen",male,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,0.8273772438659699,"Kiernan, Mr. Philip",male,missing,0.4327933656785018,-0.4736736092984604,7.75,Q
1,-1.5661069258891576,"Newell, Miss. Madeleine",female,youth,0.4327933656785018,-0.4736736092984604,113.275,C
1,0.8273772438659699,"Honkanen, Miss. Eliina",female,youth,-0.47454519624983954,-0.4736736092984604,7.925,S
0,-0.3693648410115938,"Jacobsohn, Mr. Sidney Samuel",male,middle,0.4327933656785018,-0.4736736092984604,27.0,S
1,-1.5661069258891576,"Bazzani, Miss. Albina",female,youth,-0.47454519624983954,-0.4736736092984604,76.2917,C
0,-0.3693648410115938,"Harris, Mr. Walter",male,youth,-0.47454519624983954,-0.4736736092984604,10.5,S
1,0.8273772438659699,"Sunderland, Mr. Victor Francis",male,juvenile,-0.47454519624983954,-0.4736736092984604,8.05,S
0,-0.3693648410115938,"Bracken, Mr. James H",male,youth,-0.47454519624983954,-0.4736736092984604,13.0,S
0,0.8273772438659699,"Green, Mr. George Henry",male,middle,-0.47454519624983954,-0.4736736092984604,8.05,S
0,0.8273772438659699,"Nenkoff, Mr. Christo",male,missing,-0.47454519624983954,-0.4736736092984604,7.8958,S
1,-1.5661069258891576,"Hoyt, Mr. Frederick Maxfield",male,youth,0.4327933656785018,-0.4736736092984604,90.0,S
0,0.8273772438659699,"Berglund, Mr. Karl Ivar Sven",male,youth,-0.47454519624983954,-0.4736736092984604,9.35,S
1,-0.3693648410115938,"Mellors, Mr. William John",male,youth,-0.47454519624983954,-0.4736736092984604,10.5,S
